,speech
3429,"{'sdr': 2.5861576199531555, 'r2': 0.644619882106781, 'rmse': 0.041753426}"
3430,"{'sdr': 6.2702882289886475, 'r2': 0.8090405315160751, 'rmse': 0.027320309}"
3431,"{'sdr': 5.8389657735824585, 'r2': 0.793224573135376, 'rmse': 0.028711224}"
3432,"{'sdr': 4.569526016712189, 'r2': 0.7411918938159943, 'rmse': 0.03322949}"
3433,"{'sdr': 2.676643431186676, 'r2': 0.6493801474571228, 'rmse': 0.04132072}"
3434,"{'sdr': 2.6758548617362976, 'r2': 0.6493396759033203, 'rmse': 0.04132447}"
3435,"{'sdr': 2.3806563019752502, 'r2': 0.6337103247642517, 'rmse': 0.042753052}"
3436,"{'sdr': 2.091471254825592, 'r2': 0.6181195676326752, 'rmse': 0.044200428}"
3437,"{'sdr': 5.666940808296204, 'r2': 0.7866518050432205, 'rmse': 0.029285524}"
3438,"{'sdr': 3.4407219290733337, 'r2': 0.688315749168396, 'rmse': 0.03784111}"
3439,"{'sdr': 1.926010251045227, 'r2': 0.6090869605541229, 'rmse': 0.04505048}"
3440,"{'sdr': 3.302210569381714, 'r2': 0.6814317107200623, 'rmse': 0.03844939}"
3441,"{'sdr': 2.87451833486557, 'r2': 0.659682959318161, 'rmse': 0.040390022}"
3442,"{'sdr': 5.434688329696655, 'r2': 0.7775390446186066, 'rmse': 0.030079152}"
3443,"{'sdr': 4.72480833530426, 'r2': 0.7479918003082275, 'rmse': 0.03264071}"
3444,"{'sdr': 2.2068949043750763, 'r2': 0.6243740022182465, 'rmse': 0.04361695}"
3445,"{'sdr': 1.4848682284355164, 'r2': 0.5846530199050903, 'rmse': 0.047397632}"
3446,"{'sdr': 5.691086053848267, 'r2': 0.787586510181427, 'rmse': 0.029204225}"
3447,"{'sdr': 2.0890679955482483, 'r2': 0.617990106344223, 'rmse': 0.044212654}"
3448,"{'sdr': 4.775659441947937, 'r2': 0.7501919567584991, 'rmse': 0.032450177}"
3449,"{'sdr': 4.990553855895996, 'r2': 0.7593498080968857, 'rmse': 0.03165719}"
3450,"{'sdr': 4.622426927089691, 'r2': 0.7435215413570404, 'rmse': 0.033027727}"
3451,"{'sdr': 4.385099411010742, 'r2': 0.732962429523468, 'rmse': 0.033942595}"
3452,"{'sdr': 1.7940501868724823, 'r2': 0.6018328666687012, 'rmse': 0.045740142}"
3453,"{'sdr': 3.949270248413086, 'r2': 0.7128649055957794, 'rmse': 0.035689175}"
3454,"{'sdr': 2.0049625635147095, 'r2': 0.613407701253891, 'rmse': 0.04464285}"
3455,"{'sdr': 6.403392553329468, 'r2': 0.8137298226356506, 'rmse': 0.026904838}"
3456,"{'sdr': 6.054229736328125, 'r2': 0.8012364506721497, 'rmse': 0.028008416}"
3457,"{'sdr': 1.4636696875095367, 'r2': 0.583467036485672, 'rmse': 0.047513448}"
3458,"{'sdr': 4.659951627254486, 'r2': 0.7451505661010742, 'rmse': 0.032885343}"
3459,"{'sdr': 1.145733818411827, 'r2': 0.5655738413333893, 'rmse': 0.04928484}"
3460,"{'sdr': 3.9143121242523193, 'r2': 0.7112173140048981, 'rmse': 0.0358331}"
3461,"{'sdr': 5.203156471252441, 'r2': 0.768173485994339, 'rmse': 0.030891728}"
3462,"{'sdr': 2.4396556615829468, 'r2': 0.6368575990200043, 'rmse': 0.042463645}"
3463,"{'sdr': 2.2383250296115875, 'r2': 0.6260701715946198, 'rmse': 0.043459404}"
3464,"{'sdr': 4.1418856382369995, 'r2': 0.7218594253063202, 'rmse': 0.034906458}"
3465,"{'sdr': 3.344414532184601, 'r2': 0.6835377812385559, 'rmse': 0.03826302}"
3466,"{'sdr': 2.9566028714179993, 'r2': 0.6639139950275421, 'rmse': 0.040010117}"
3467,"{'sdr': 2.353076934814453, 'r2': 0.6322350800037384, 'rmse': 0.042889025}"
3468,"{'sdr': 3.7752220034599304, 'r2': 0.7045950591564178, 'rmse': 0.03641153}"
3469,"{'sdr': 0.809418186545372, 'r2': 0.5464590787887573, 'rmse': 0.051230554}"
3470,"{'sdr': 3.126712441444397, 'r2': 0.6725938618183136, 'rmse': 0.03923416}"
3471,"{'sdr': 6.1861735582351685, 'r2': 0.8060303032398224, 'rmse': 0.027586168}"
3472,"{'sdr': 2.169701009988785, 'r2': 0.6223634481430054, 'rmse': 0.04380412}"
3473,"{'sdr': 2.915782928466797, 'r2': 0.6618130207061768, 'rmse': 0.040198587}"
3474,"{'sdr': 2.9359224438667297, 'r2': 0.6628495752811432, 'rmse': 0.040105492}"
3475,"{'sdr': 2.0992431044578552, 'r2': 0.6185429692268372, 'rmse': 0.04416089}"
3476,"{'sdr': 5.538719892501831, 'r2': 0.7816551029682159, 'rmse': 0.029721044}"
3477,"{'sdr': 1.3125434517860413, 'r2': 0.5749860405921936, 'rmse': 0.04834737}"
3478,"{'sdr': 7.60500967502594, 'r2': 0.8520938605070114, 'rmse': 0.02342877}"
3479,"{'sdr': 4.719278514385223, 'r2': 0.747750461101532, 'rmse': 0.032661498}"
3480,"{'sdr': 4.1468313336372375, 'r2': 0.7220878303050995, 'rmse': 0.034886584}"
3481,"{'sdr': 2.339348793029785, 'r2': 0.6314993500709534, 'rmse': 0.042956866}"
3482,"{'sdr': 1.9467324018478394, 'r2': 0.6102234423160553, 'rmse': 0.044943143}"
3483,"{'sdr': 4.956746697425842, 'r2': 0.7579240053892136, 'rmse': 0.031780645}"
3484,"{'sdr': 5.843489170074463, 'r2': 0.7933933883905411, 'rmse': 0.028696278}"
3485,"{'sdr': 3.0856388807296753, 'r2': 0.6704947054386139, 'rmse': 0.03942013}"
3486,"{'sdr': 3.702515959739685, 'r2': 0.7011010646820068, 'rmse': 0.036717594}"
3487,"{'sdr': 0.19055280834436417, 'r2': 0.5109683573246002, 'rmse': 0.05501389}"
3488,"{'sdr': 5.3799474239349365, 'r2': 0.7753508985042572, 'rmse': 0.03026932}"
3489,"{'sdr': 2.6047369837760925, 'r2': 0.6456020772457123, 'rmse': 0.041664217}"
3490,"{'sdr': 3.2619231939315796, 'r2': 0.6794148981571198, 'rmse': 0.03862814}"
3491,"{'sdr': 4.157657325267792, 'r2': 0.7225874662399292, 'rmse': 0.03484313}"
3492,"{'sdr': 3.4942626953125, 'r2': 0.6909543573856354, 'rmse': 0.037608575}"
3493,"{'sdr': 2.6923123002052307, 'r2': 0.6502021551132202, 'rmse': 0.04124624}"
3494,"{'sdr': 5.75261652469635, 'r2': 0.7899441868066788, 'rmse': 0.028998073}"
3495,"{'sdr': 1.9637838006019592, 'r2': 0.6111569106578827, 'rmse': 0.044854995}"
3496,"{'sdr': 4.3531301617622375, 'r2': 0.7315187156200409, 'rmse': 0.034067754}"
3497,"{'sdr': 9.864118695259094, 'r2': 0.9064712226390839, 'rmse': 0.018063175}"
3498,"{'sdr': 4.050716161727905, 'r2': 0.7176258563995361, 'rmse': 0.03527477}"
3499,"{'sdr': 2.813757061958313, 'r2': 0.6565380096435547, 'rmse': 0.04067356}"
3500,"{'sdr': 4.470548331737518, 'r2': 0.7367960810661316, 'rmse': 0.033610318}"
3501,"{'sdr': 3.280133008956909, 'r2': 0.6803271472454071, 'rmse': 0.038547248}"
3502,"{'sdr': 6.536642909049988, 'r2': 0.8183300197124481, 'rmse': 0.026495239}"
3503,"{'sdr': 0.40583357214927673, 'r2': 0.5233448445796967, 'rmse': 0.053667128}"
3504,"{'sdr': 1.3078629970550537, 'r2': 0.574725478887558, 'rmse': 0.048373424}"
3505,"{'sdr': 3.575483560562134, 'r2': 0.6949325501918793, 'rmse': 0.037258543}"
3506,"{'sdr': 3.0323418974876404, 'r2': 0.6677935421466827, 'rmse': 0.03966276}"
3507,"{'sdr': 4.818059802055359, 'r2': 0.7520122081041336, 'rmse': 0.032292157}"
3508,"{'sdr': 5.0403666496276855, 'r2': 0.7614398300647736, 'rmse': 0.031476155}"
3509,"{'sdr': 5.167728662490845, 'r2': 0.7667241990566254, 'rmse': 0.031017983}"
3510,"{'sdr': 2.883772552013397, 'r2': 0.6601613163948059, 'rmse': 0.040347017}"
3511,"{'sdr': 2.9382729530334473, 'r2': 0.6629705131053925, 'rmse': 0.040094644}"
3512,"{'sdr': 5.450160503387451, 'r2': 0.7781549543142319, 'rmse': 0.030025618}"
3513,"{'sdr': 2.8442448377609253, 'r2': 0.658126711845398, 'rmse': 0.040531043}"
3514,"{'sdr': 4.152653813362122, 'r2': 0.7223538458347321, 'rmse': 0.034863204}"
3515,"{'sdr': 4.224662780761719, 'r2': 0.72567418217659, 'rmse': 0.034575373}"
3516,"{'sdr': 4.73674476146698, 'r2': 0.7485113441944122, 'rmse': 0.032595884}"
3517,"{'sdr': 1.9882939755916595, 'r2': 0.6124977469444275, 'rmse': 0.044728596}"
3518,"{'sdr': 2.0520611107349396, 'r2': 0.6159763336181641, 'rmse': 0.044401433}"
3519,"{'sdr': 3.19686621427536, 'r2': 0.6761435270309448, 'rmse': 0.03891855}"
3520,"{'sdr': 3.985486328601837, 'r2': 0.7145709991455078, 'rmse': 0.035540674}"
3521,"{'sdr': 6.878387928009033, 'r2': 0.8297426402568817, 'rmse': 0.02547303}"
3522,"{'sdr': 3.3555766940116882, 'r2': 0.6840938031673431, 'rmse': 0.038213883}"
3523,"{'sdr': 5.962260961532593, 'r2': 0.7978420257568359, 'rmse': 0.028306551}"
3524,"{'sdr': 4.441350102424622, 'r2': 0.7354892790317535, 'rmse': 0.033723485}"
3525,"{'sdr': 4.520781636238098, 'r2': 0.7390331625938416, 'rmse': 0.0334165}"
3526,"{'sdr': 5.783641934394836, 'r2': 0.7911273837089539, 'rmse': 0.028894681}"
3527,"{'sdr': 5.670425891876221, 'r2': 0.7867865413427353, 'rmse': 0.029273776}"
3528,"{'sdr': 4.1416022181510925, 'r2': 0.7218461036682129, 'rmse': 0.034907598}"
3529,"{'sdr': 1.7955408990383148, 'r2': 0.6019115149974823, 'rmse': 0.045732293}"
3530,"{'sdr': 2.845655679702759, 'r2': 0.6581886112689972, 'rmse': 0.040524457}"
3531,"{'sdr': 0.5850252136588097, 'r2': 0.533625990152359, 'rmse': 0.052571304}"
3532,"{'sdr': 4.180553555488586, 'r2': 0.7236406803131104, 'rmse': 0.0347514}"
3533,"{'sdr': 5.266988277435303, 'r2': 0.770786851644516, 'rmse': 0.030665541}"
3534,"{'sdr': 1.0690104216337204, 'r2': 0.561228483915329, 'rmse': 0.04972211}"
3535,"{'sdr': 2.529721260070801, 'r2': 0.6416399478912354, 'rmse': 0.042025607}"
3536,"{'sdr': 2.6839011907577515, 'r2': 0.6497638821601868, 'rmse': 0.041286208}"
3537,"{'sdr': 6.5415167808532715, 'r2': 0.8185046464204788, 'rmse': 0.026480377}"
3538,"{'sdr': 3.120891749858856, 'r2': 0.672301173210144, 'rmse': 0.03926046}"
3539,"{'sdr': 5.391843914985657, 'r2': 0.7758278101682663, 'rmse': 0.030227887}"
3540,"{'sdr': 4.357737898826599, 'r2': 0.7317276895046234, 'rmse': 0.03404969}"
3541,"{'sdr': 2.0658783614635468, 'r2': 0.616728663444519, 'rmse': 0.044330854}"
3542,"{'sdr': 2.1344923973083496, 'r2': 0.62045618891716, 'rmse': 0.043982048}"
3543,"{'sdr': 3.470730483531952, 'r2': 0.6897951364517212, 'rmse': 0.037710603}"
3544,"{'sdr': 5.5830734968185425, 'r2': 0.7833922207355499, 'rmse': 0.029569663}"
3545,"{'sdr': 5.095707178115845, 'r2': 0.7637464106082916, 'rmse': 0.031276252}"
3546,"{'sdr': 4.554721117019653, 'r2': 0.7405349016189575, 'rmse': 0.03328618}"
3547,"{'sdr': 4.576390981674194, 'r2': 0.7414934933185577, 'rmse': 0.03320324}"
3548,"{'sdr': 2.2731702029705048, 'r2': 0.6279464960098267, 'rmse': 0.0432854}"
3549,"{'sdr': 1.1570513993501663, 'r2': 0.5662141144275665, 'rmse': 0.049220655}"
3550,"{'sdr': 4.233539700508118, 'r2': 0.7260766625404358, 'rmse': 0.03454005}"
3551,"{'sdr': 2.945018708705902, 'r2': 0.6633237302303314, 'rmse': 0.04006352}"
3552,"{'sdr': 4.8503512144088745, 'r2': 0.753399983048439, 'rmse': 0.032172326}"
3553,"{'sdr': 1.5251657366752625, 'r2': 0.5869027078151703, 'rmse': 0.04717824}"
3554,"{'sdr': 4.220589697360992, 'r2': 0.7254833579063416, 'rmse': 0.034591593}"
3555,"{'sdr': 4.111018478870392, 'r2': 0.7204298973083496, 'rmse': 0.035030723}"
3556,"{'sdr': 5.313871502876282, 'r2': 0.7726899981498718, 'rmse': 0.030500464}"
3557,"{'sdr': 4.097893536090851, 'r2': 0.7198211550712585, 'rmse': 0.035083696}"
3558,"{'sdr': 3.512766659259796, 'r2': 0.691862940788269, 'rmse': 0.03752854}"
3559,"{'sdr': 2.6819702982902527, 'r2': 0.6496601998806, 'rmse': 0.041295383}"
3560,"{'sdr': 7.230998873710632, 'r2': 0.8409083783626556, 'rmse': 0.02445964}"
3561,"{'sdr': 7.35930860042572, 'r2': 0.8448131829500198, 'rmse': 0.024100974}"
3562,"{'sdr': 3.553650975227356, 'r2': 0.6938648521900177, 'rmse': 0.037352312}"
3563,"{'sdr': 3.127009868621826, 'r2': 0.672612726688385, 'rmse': 0.039232817}"
3564,"{'sdr': 3.321373462677002, 'r2': 0.6823894679546356, 'rmse': 0.038364656}"
3565,"{'sdr': 4.733507931232452, 'r2': 0.7483683228492737, 'rmse': 0.032608032}"
3566,"{'sdr': 7.5722044706344604, 'r2': 0.8511393070220947, 'rmse': 0.023517426}"
3567,"{'sdr': 4.548037350177765, 'r2': 0.7402405142784119, 'rmse': 0.033311803}"
3568,"{'sdr': 1.0223791003227234, 'r2': 0.5585831105709076, 'rmse': 0.04998976}"
3569,"{'sdr': 2.9130417108535767, 'r2': 0.6616696715354919, 'rmse': 0.040211283}"
3570,"{'sdr': 6.114501357078552, 'r2': 0.8034372627735138, 'rmse': 0.027814733}"
3571,"{'sdr': 3.824104964733124, 'r2': 0.7069322168827057, 'rmse': 0.036207188}"
3572,"{'sdr': 5.319482684135437, 'r2': 0.7729175388813019, 'rmse': 0.030480765}"
3573,"{'sdr': 2.414797693490982, 'r2': 0.6355328261852264, 'rmse': 0.04258534}"
3574,"{'sdr': 3.144521415233612, 'r2': 0.6734989583492279, 'rmse': 0.039153796}"
3575,"{'sdr': 3.7464639544487, 'r2': 0.7032137811183929, 'rmse': 0.036532283}"
3576,"{'sdr': 5.939416885375977, 'r2': 0.7969915717840195, 'rmse': 0.028381098}"
3577,"{'sdr': 8.718863725662231, 'r2': 0.8815917819738388, 'rmse': 0.020608995}"
3578,"{'sdr': 4.360952079296112, 'r2': 0.7318764328956604, 'rmse': 0.03403709}"
3579,"{'sdr': 7.308396100997925, 'r2': 0.8432786017656326, 'rmse': 0.024242654}"
3580,"{'sdr': 2.8990572690963745, 'r2': 0.6609504818916321, 'rmse': 0.040276073}"
3581,"{'sdr': 2.854836583137512, 'r2': 0.6586713790893555, 'rmse': 0.04048165}"
3582,"{'sdr': 3.904787600040436, 'r2': 0.7107686102390289, 'rmse': 0.03587242}"
3583,"{'sdr': 4.6691447496414185, 'r2': 0.7455672323703766, 'rmse': 0.03285056}"
3584,"{'sdr': 3.069317936897278, 'r2': 0.6696797013282776, 'rmse': 0.03949427}"
3585,"{'sdr': 2.6147907972335815, 'r2': 0.6461320519447327, 'rmse': 0.04161601}"
3586,"{'sdr': 5.703563690185547, 'r2': 0.7880589514970779, 'rmse': 0.0291623}"
3587,"{'sdr': 1.4200519025325775, 'r2': 0.581023782491684, 'rmse': 0.047752645}"
3588,"{'sdr': 2.773755192756653, 'r2': 0.6544549465179443, 'rmse': 0.040861312}"
3589,"{'sdr': 5.216014385223389, 'r2': 0.7687080204486847, 'rmse': 0.030846031}"
3590,"{'sdr': 1.576046496629715, 'r2': 0.5897416770458221, 'rmse': 0.046902686}"
3591,"{'sdr': 2.878043055534363, 'r2': 0.659864991903305, 'rmse': 0.04037364}"
3592,"{'sdr': 5.396814942359924, 'r2': 0.7760282009840012, 'rmse': 0.030210592}"
3593,"{'sdr': 7.571903467178345, 'r2': 0.8511358499526978, 'rmse': 0.023518238}"
3594,"{'sdr': 1.8699570000171661, 'r2': 0.6060100197792053, 'rmse': 0.045342155}"
3595,"{'sdr': 5.101897120475769, 'r2': 0.764002650976181, 'rmse': 0.031253967}"
3596,"{'sdr': 7.641315460205078, 'r2': 0.8531447798013687, 'rmse': 0.02333105}"
3597,"{'sdr': 2.471519559621811, 'r2': 0.6385502815246582, 'rmse': 0.04230815}"
3598,"{'sdr': 4.323383569717407, 'r2': 0.730170339345932, 'rmse': 0.03418463}"
3599,"{'sdr': 4.141676127910614, 'r2': 0.7218488156795502, 'rmse': 0.034907296}"
3600,"{'sdr': 3.676081895828247, 'r2': 0.6998216807842255, 'rmse': 0.036829505}"
3601,"{'sdr': 4.486306607723236, 'r2': 0.7374939918518066, 'rmse': 0.033549394}"
3602,"{'sdr': 9.73676860332489, 'r2': 0.9039561972022057, 'rmse': 0.018329961}"
3603,"{'sdr': 3.2750949263572693, 'r2': 0.6800747215747833, 'rmse': 0.03856961}"
3604,"{'sdr': 2.8696024417877197, 'r2': 0.6594289839267731, 'rmse': 0.040412888}"
3605,"{'sdr': 4.322449266910553, 'r2': 0.7301297783851624, 'rmse': 0.0341883}"
3606,"{'sdr': 5.346309542655945, 'r2': 0.7739977538585663, 'rmse': 0.030386766}"
3607,"{'sdr': 6.194115877151489, 'r2': 0.8063159883022308, 'rmse': 0.027560951}"
3608,"{'sdr': 4.282439649105072, 'r2': 0.7283102869987488, 'rmse': 0.03434615}"
3609,"{'sdr': 3.308704197406769, 'r2': 0.681756854057312, 'rmse': 0.03842066}"
3610,"{'sdr': 4.044516682624817, 'r2': 0.7173364758491516, 'rmse': 0.035299957}"
3611,"{'sdr': 2.5203371047973633, 'r2': 0.6411432027816772, 'rmse': 0.042071033}"
3612,"{'sdr': 3.4890729188919067, 'r2': 0.6906989812850952, 'rmse': 0.037631053}"
3613,"{'sdr': 3.1240707635879517, 'r2': 0.6724747121334076, 'rmse': 0.039246097}"
3614,"{'sdr': 4.022464454174042, 'r2': 0.7163049578666687, 'rmse': 0.035389695}"
3615,"{'sdr': 2.7779847383499146, 'r2': 0.6546788215637207, 'rmse': 0.040841416}"
3616,"{'sdr': 4.280102849006653, 'r2': 0.7282008230686188, 'rmse': 0.034355387}"
3617,"{'sdr': 3.9592379331588745, 'r2': 0.7133380472660065, 'rmse': 0.035648238}"
3618,"{'sdr': 3.0011895298957825, 'r2': 0.6662001311779022, 'rmse': 0.039805263}"
3619,"{'sdr': 0.8310214430093765, 'r2': 0.547692060470581, 'rmse': 0.05110329}"
3620,"{'sdr': 4.568416178226471, 'r2': 0.7411427795886993, 'rmse': 0.033233736}"
3621,"{'sdr': 4.469305872917175, 'r2': 0.7367407083511353, 'rmse': 0.033615123}"
3622,"{'sdr': 1.6866245865821838, 'r2': 0.5958872437477112, 'rmse': 0.04630936}"
3623,"{'sdr': 2.8709059953689575, 'r2': 0.6594962775707245, 'rmse': 0.040406823}"
3624,"{'sdr': 9.108230471611023, 'r2': 0.8906353935599327, 'rmse': 0.019705545}"
3625,"{'sdr': 4.534620940685272, 'r2': 0.7396474182605743, 'rmse': 0.0333633}"
3626,"{'sdr': 5.211764574050903, 'r2': 0.7685341686010361, 'rmse': 0.030861128}"
3627,"{'sdr': 7.037485837936401, 'r2': 0.8348561972379684, 'rmse': 0.025010692}"
3628,"{'sdr': 3.2563695311546326, 'r2': 0.6791368722915649, 'rmse': 0.038652852}"
3629,"{'sdr': 3.5531991720199585, 'r2': 0.6938442587852478, 'rmse': 0.037354257}"
3630,"{'sdr': 4.369021952152252, 'r2': 0.7322372794151306, 'rmse': 0.034005478}"
3631,"{'sdr': 2.7070584893226624, 'r2': 0.6509739756584167, 'rmse': 0.041176274}"
3632,"{'sdr': 3.1305354833602905, 'r2': 0.6727902591228485, 'rmse': 0.0392169}"
3633,"{'sdr': 3.417630195617676, 'r2': 0.68717360496521, 'rmse': 0.037941847}"
3634,"{'sdr': 1.5091043710708618, 'r2': 0.5860059857368469, 'rmse': 0.047265556}"
3635,"{'sdr': 6.776123642921448, 'r2': 0.8263900578022003, 'rmse': 0.025774712}"
3636,"{'sdr': 3.973146677017212, 'r2': 0.7139917612075806, 'rmse': 0.035591204}"
3637,"{'sdr': 1.1936256289482117, 'r2': 0.5682820677757263, 'rmse': 0.049013842}"
3638,"{'sdr': 4.728802740573883, 'r2': 0.7481645345687866, 'rmse': 0.032625705}"
3639,"{'sdr': 1.4246709644794464, 'r2': 0.5812834799289703, 'rmse': 0.047727257}"
3640,"{'sdr': 2.373848259449005, 'r2': 0.6333456635475159, 'rmse': 0.042786583}"
3641,"{'sdr': 5.010474324226379, 'r2': 0.7601876109838486, 'rmse': 0.031584673}"
3642,"{'sdr': 6.948498487472534, 'r2': 0.8320121020078659, 'rmse': 0.025268247}"
3643,"{'sdr': 4.251996278762817, 'r2': 0.7269213795661926, 'rmse': 0.03446674}"
3644,"{'sdr': 4.408687055110931, 'r2': 0.7340218126773834, 'rmse': 0.033850547}"
3645,"{'sdr': 2.277512103319168, 'r2': 0.6281788349151611, 'rmse': 0.04326377}"
3646,"{'sdr': 3.422291874885559, 'r2': 0.6874045431613922, 'rmse': 0.037921492}"
3647,"{'sdr': 2.8069141507148743, 'r2': 0.6561787128448486, 'rmse': 0.040705614}"
3648,"{'sdr': 2.985210418701172, 'r2': 0.6653816998004913, 'rmse': 0.03987856}"
3649,"{'sdr': 2.9588717222213745, 'r2': 0.664029985666275, 'rmse': 0.03999967}"
3650,"{'sdr': 2.3930254578590393, 'r2': 0.634371429681778, 'rmse': 0.04269222}"
3651,"{'sdr': 5.029444694519043, 'r2': 0.7609819024801254, 'rmse': 0.031515762}"
3652,"{'sdr': 3.820241689682007, 'r2': 0.70674729347229, 'rmse': 0.036223292}"
3653,"{'sdr': 4.219815135002136, 'r2': 0.725447803735733, 'rmse': 0.034594677}"
3654,"{'sdr': 2.7850335836410522, 'r2': 0.6550422608852386, 'rmse': 0.040808283}"
3655,"{'sdr': 2.6037508249282837, 'r2': 0.645550012588501, 'rmse': 0.04166894}"
3656,"{'sdr': 1.4930137991905212, 'r2': 0.5851082503795624, 'rmse': 0.047353197}"
3657,"{'sdr': 4.327649772167206, 'r2': 0.730365663766861, 'rmse': 0.034167837}"
3658,"{'sdr': 3.893207609653473, 'r2': 0.7102203667163849, 'rmse': 0.035920274}"
3659,"{'sdr': 6.197782754898071, 'r2': 0.8064479827880859, 'rmse': 0.02754932}"
3660,"{'sdr': 2.2323936223983765, 'r2': 0.6257534921169281, 'rmse': 0.043489087}"
3661,"{'sdr': 3.661486506462097, 'r2': 0.6991154551506042, 'rmse': 0.03689144}"
3662,"{'sdr': 2.2776590287685394, 'r2': 0.6281875967979431, 'rmse': 0.04326305}"
3663,"{'sdr': 6.539510488510132, 'r2': 0.8184351176023483, 'rmse': 0.026486494}"
3664,"{'sdr': 4.831732213497162, 'r2': 0.7526037245988846, 'rmse': 0.032241363}"
3665,"{'sdr': 2.843056321144104, 'r2': 0.6580544412136078, 'rmse': 0.040536582}"
3666,"{'sdr': 2.104615271091461, 'r2': 0.6188348829746246, 'rmse': 0.044133592}"
3667,"{'sdr': 3.962770104408264, 'r2': 0.7135037481784821, 'rmse': 0.035633747}"
3668,"{'sdr': 4.779945611953735, 'r2': 0.75037682056427, 'rmse': 0.03243417}"
3669,"{'sdr': 0.6145533919334412, 'r2': 0.5353175401687622, 'rmse': 0.05239289}"
3670,"{'sdr': 2.34696164727211, 'r2': 0.6319054663181305, 'rmse': 0.04291923}"
3671,"{'sdr': 3.4590354561805725, 'r2': 0.6892191469669342, 'rmse': 0.03776142}"
3672,"{'sdr': 2.2854258120059967, 'r2': 0.6286054253578186, 'rmse': 0.043224376}"
3673,"{'sdr': 6.087437272071838, 'r2': 0.8024507313966751, 'rmse': 0.02790154}"
3674,"{'sdr': 3.896515965461731, 'r2': 0.7103749513626099, 'rmse': 0.035906598}"
3675,"{'sdr': 5.718596577644348, 'r2': 0.788641482591629, 'rmse': 0.029111873}"
3676,"{'sdr': 4.769611060619354, 'r2': 0.7499309480190277, 'rmse': 0.032472786}"
3677,"{'sdr': 5.998666882514954, 'r2': 0.7991896867752075, 'rmse': 0.028188156}"
3678,"{'sdr': 4.16937381029129, 'r2': 0.7231285274028778, 'rmse': 0.034796167}"
3679,"{'sdr': 2.2690171003341675, 'r2': 0.627722978591919, 'rmse': 0.04330611}"
3680,"{'sdr': 5.827949643135071, 'r2': 0.7928054630756378, 'rmse': 0.028747667}"
3681,"{'sdr': 3.0228206515312195, 'r2': 0.6673069298267365, 'rmse': 0.039706256}"
3682,"{'sdr': 3.9331167936325073, 'r2': 0.7121055126190186, 'rmse': 0.03575561}"
3683,"{'sdr': 2.688935399055481, 'r2': 0.6500246822834015, 'rmse': 0.041262284}"
3684,"{'sdr': 1.4911822974681854, 'r2': 0.5850057601928711, 'rmse': 0.047363184}"
3685,"{'sdr': 4.33195173740387, 'r2': 0.7305608689785004, 'rmse': 0.03415092}"
3686,"{'sdr': 2.200275957584381, 'r2': 0.6240162253379822, 'rmse': 0.043650202}"
3687,"{'sdr': 4.986513257026672, 'r2': 0.7591795921325684, 'rmse': 0.03167192}"
3688,"{'sdr': 4.490401744842529, 'r2': 0.7376813888549805, 'rmse': 0.033533584}"
3689,"{'sdr': 2.5225993990898132, 'r2': 0.6412627398967743, 'rmse': 0.04206008}"
3690,"{'sdr': 3.914555609226227, 'r2': 0.7112288773059845, 'rmse': 0.035832096}"
3691,"{'sdr': 0.8481420576572418, 'r2': 0.5486690402030945, 'rmse': 0.051002666}"
3692,"{'sdr': 4.1227418184280396, 'r2': 0.7209566533565521, 'rmse': 0.03498347}"
3693,"{'sdr': 0.6510607153177261, 'r2': 0.5374078750610352, 'rmse': 0.052173134}"
3694,"{'sdr': 2.1737970411777496, 'r2': 0.6225849092006683, 'rmse': 0.043783467}"
3695,"{'sdr': 4.247349798679352, 'r2': 0.7267088890075684, 'rmse': 0.034485184}"
3696,"{'sdr': 2.0058737695217133, 'r2': 0.613457441329956, 'rmse': 0.044638168}"
3697,"{'sdr': 4.503352046012878, 'r2': 0.7382545173168182, 'rmse': 0.033483624}"
3698,"{'sdr': 6.393940448760986, 'r2': 0.813400536775589, 'rmse': 0.026934134}"
3699,"{'sdr': 2.161000072956085, 'r2': 0.621898353099823, 'rmse': 0.043848027}"
3700,"{'sdr': 6.129075884819031, 'r2': 0.803967148065567, 'rmse': 0.0277681}"
3701,"{'sdr': 2.3930448293685913, 'r2': 0.6343746781349182, 'rmse': 0.042692125}"
3702,"{'sdr': 2.367655038833618, 'r2': 0.6330197751522064, 'rmse': 0.0428171}"
3703,"{'sdr': 4.221913516521454, 'r2': 0.7255450189113617, 'rmse': 0.03458632}"
3704,"{'sdr': 5.357638001441956, 'r2': 0.7744551301002502, 'rmse': 0.030347165}"
3705,"{'sdr': 4.862056076526642, 'r2': 0.753900945186615, 'rmse': 0.032128997}"
3706,"{'sdr': 9.942177534103394, 'r2': 0.9079850241541862, 'rmse': 0.01790157}"
3707,"{'sdr': 3.0202001333236694, 'r2': 0.6671790778636932, 'rmse': 0.039718237}"
3708,"{'sdr': 5.263785123825073, 'r2': 0.7706557065248489, 'rmse': 0.03067685}"
3709,"{'sdr': 4.47251558303833, 'r2': 0.7368829250335693, 'rmse': 0.033602703}"
3710,"{'sdr': 4.0537914633750916, 'r2': 0.7177685797214508, 'rmse': 0.03526228}"
3711,"{'sdr': 2.460893541574478, 'r2': 0.63798788189888, 'rmse': 0.04235994}"
3712,"{'sdr': 6.651146411895752, 'r2': 0.8222233653068542, 'rmse': 0.026148258}"
