,speech
2595,"{'sdr': -0.7770587503910065, 'r2': 0.4553977847099304, 'rmse': 0.061496858}"
2596,"{'sdr': -1.9365319609642029, 'r2': 0.3903349041938782, 'rmse': 0.070279166}"
2597,"{'sdr': -1.0683168470859528, 'r2': 0.43881094455718994, 'rmse': 0.06359396}"
2598,"{'sdr': -1.39529749751091, 'r2': 0.4203639626502991, 'rmse': 0.06603359}"
2599,"{'sdr': -1.457545906305313, 'r2': 0.41687482595443726, 'rmse': 0.066508524}"
2600,"{'sdr': -1.193566471338272, 'r2': 0.4317179322242737, 'rmse': 0.064517625}"
2601,"{'sdr': -1.3531455397605896, 'r2': 0.42273080348968506, 'rmse': 0.0657139}"
2602,"{'sdr': -1.4731831848621368, 'r2': 0.41598987579345703, 'rmse': 0.06662837}"
2603,"{'sdr': -1.4079366624355316, 'r2': 0.4196552038192749, 'rmse': 0.06612975}"
2604,"{'sdr': -1.9774223864078522, 'r2': 0.3880968689918518, 'rmse': 0.0706108}"
2605,"{'sdr': -1.7852284014225006, 'r2': 0.39865708351135254, 'rmse': 0.06906554}"
2606,"{'sdr': -1.4226612448692322, 'r2': 0.41882938146591187, 'rmse': 0.06624194}"
2607,"{'sdr': -1.5644875168800354, 'r2': 0.41090232133865356, 'rmse': 0.06733245}"
2608,"{'sdr': -1.4226436614990234, 'r2': 0.4188311696052551, 'rmse': 0.06624181}"
2609,"{'sdr': 0.03284540493041277, 'r2': 0.5018855333328247, 'rmse': 0.056021888}"
2610,"{'sdr': -1.6158714890480042, 'r2': 0.4080412983894348, 'rmse': 0.06773195}"
2611,"{'sdr': -1.322837471961975, 'r2': 0.4244346618652344, 'rmse': 0.06548501}"
2612,"{'sdr': -0.37115227431058884, 'r2': 0.4786475896835327, 'rmse': 0.058689125}"
2613,"{'sdr': -1.1228546500205994, 'r2': 0.4357210397720337, 'rmse': 0.06399451}"
2614,"{'sdr': -1.6306231915950775, 'r2': 0.4072214961051941, 'rmse': 0.06784708}"
2615,"{'sdr': -1.5283788740634918, 'r2': 0.41291630268096924, 'rmse': 0.06705312}"
2616,"{'sdr': -1.0299549251794815, 'r2': 0.44098448753356934, 'rmse': 0.063313715}"
2617,"{'sdr': -1.5501999855041504, 'r2': 0.41169846057891846, 'rmse': 0.06722179}"
2618,"{'sdr': 0.5981641262769699, 'r2': 0.5343786478042603, 'rmse': 0.05249184}"
2619,"{'sdr': -1.37666717171669, 'r2': 0.42140841484069824, 'rmse': 0.0658921}"
2620,"{'sdr': -1.1433903127908707, 'r2': 0.434559166431427, 'rmse': 0.06414599}"
2621,"{'sdr': -1.2711939215660095, 'r2': 0.4273422360420227, 'rmse': 0.06509681}"
2622,"{'sdr': -1.4752234518527985, 'r2': 0.4158859848976135, 'rmse': 0.06664402}"
2623,"{'sdr': -1.2654578685760498, 'r2': 0.4276615381240845, 'rmse': 0.06505383}"
2624,"{'sdr': -1.2423692643642426, 'r2': 0.42896729707717896, 'rmse': 0.06488114}"
2625,"{'sdr': -1.1252730339765549, 'r2': 0.435583233833313, 'rmse': 0.06401234}"
2626,"{'sdr': -1.0401704162359238, 'r2': 0.44040757417678833, 'rmse': 0.06338822}"
2627,"{'sdr': -1.0155978798866272, 'r2': 0.4418026804924011, 'rmse': 0.063209146}"
2628,"{'sdr': -1.9930151104927063, 'r2': 0.3872448801994324, 'rmse': 0.07073767}"
2629,"{'sdr': -1.6459566354751587, 'r2': 0.406369149684906, 'rmse': 0.06796696}"
2630,"{'sdr': -1.4451217651367188, 'r2': 0.4175712466239929, 'rmse': 0.066413455}"
2631,"{'sdr': -1.4720182120800018, 'r2': 0.4160535931587219, 'rmse': 0.066619426}"
2632,"{'sdr': -0.8733827620744705, 'r2': 0.44989269971847534, 'rmse': 0.062182635}"
2633,"{'sdr': -1.6287139058113098, 'r2': 0.40732669830322266, 'rmse': 0.067832164}"
2634,"{'sdr': 0.6909113377332687, 'r2': 0.5396868288516998, 'rmse': 0.05193432}"
2635,"{'sdr': -1.4104166626930237, 'r2': 0.4195159673690796, 'rmse': 0.066148624}"
2636,"{'sdr': -1.4045390486717224, 'r2': 0.41984498500823975, 'rmse': 0.066103876}"
2637,"{'sdr': -1.5137888491153717, 'r2': 0.4137314558029175, 'rmse': 0.066940576}"
2638,"{'sdr': -0.8472082763910294, 'r2': 0.45138484239578247, 'rmse': 0.061995532}"
2639,"{'sdr': -1.2221789360046387, 'r2': 0.4301077723503113, 'rmse': 0.06473049}"
2640,"{'sdr': -1.3351985812187195, 'r2': 0.42373955249786377, 'rmse': 0.06557827}"
2641,"{'sdr': -1.1315140128135681, 'r2': 0.4352230429649353, 'rmse': 0.06405835}"
2642,"{'sdr': -1.2026429921388626, 'r2': 0.4312095642089844, 'rmse': 0.06458508}"
2643,"{'sdr': -1.5781037509441376, 'r2': 0.4101429581642151, 'rmse': 0.06743808}"
2644,"{'sdr': -1.339734047651291, 'r2': 0.42348426580429077, 'rmse': 0.065612525}"
2645,"{'sdr': -1.1547744274139404, 'r2': 0.43391191959381104, 'rmse': 0.06423012}"
2646,"{'sdr': -1.595219224691391, 'r2': 0.409190833568573, 'rmse': 0.067571096}"
2647,"{'sdr': -0.9858229011297226, 'r2': 0.44349533319473267, 'rmse': 0.06299283}"
2648,"{'sdr': -1.691107600927353, 'r2': 0.4038638472557068, 'rmse': 0.06832119}"
2649,"{'sdr': -1.1726435273885727, 'r2': 0.432902991771698, 'rmse': 0.0643624}"
2650,"{'sdr': -1.1464012414216995, 'r2': 0.4343886375427246, 'rmse': 0.06416823}"
2651,"{'sdr': -1.3725872337818146, 'r2': 0.4216359853744507, 'rmse': 0.06586115}"
2652,"{'sdr': -1.2574423849582672, 'r2': 0.42811715602874756, 'rmse': 0.06499383}"
2653,"{'sdr': -1.6290141642093658, 'r2': 0.40731072425842285, 'rmse': 0.067834504}"
2654,"{'sdr': -1.4371776580810547, 'r2': 0.4180164337158203, 'rmse': 0.06635274}"
2655,"{'sdr': -0.61809953302145, 'r2': 0.4644787311553955, 'rmse': 0.06038165}"
2656,"{'sdr': -1.0670166462659836, 'r2': 0.4388827085494995, 'rmse': 0.06358444}"
2657,"{'sdr': -1.2342473864555359, 'r2': 0.42942553758621216, 'rmse': 0.0648205}"
2658,"{'sdr': -1.7165225744247437, 'r2': 0.4024551510810852, 'rmse': 0.06852139}"
2659,"{'sdr': -1.466459184885025, 'r2': 0.41637682914733887, 'rmse': 0.06657681}"
2660,"{'sdr': -1.3741101324558258, 'r2': 0.421549916267395, 'rmse': 0.0658727}"
2661,"{'sdr': -1.596946269273758, 'r2': 0.40909427404403687, 'rmse': 0.06758454}"
2662,"{'sdr': -1.4079688489437103, 'r2': 0.4196535348892212, 'rmse': 0.06612998}"
2663,"{'sdr': -1.3107115030288696, 'r2': 0.4251164197921753, 'rmse': 0.06539365}"
2664,"{'sdr': -0.9144790470600128, 'r2': 0.4475519061088562, 'rmse': 0.062477544}"
2665,"{'sdr': -1.226753145456314, 'r2': 0.42984849214553833, 'rmse': 0.0647646}"
2666,"{'sdr': -1.1519591510295868, 'r2': 0.43407386541366577, 'rmse': 0.0642093}"
2667,"{'sdr': 0.9250590950250626, 'r2': 0.5530484914779663, 'rmse': 0.05055301}"
2668,"{'sdr': -0.8077922463417053, 'r2': 0.4536340832710266, 'rmse': 0.061714843}"
2669,"{'sdr': -0.8892764896154404, 'r2': 0.44898712635040283, 'rmse': 0.062296525}"
2670,"{'sdr': -1.6099387407302856, 'r2': 0.4083711504936218, 'rmse': 0.0676857}"
2671,"{'sdr': -1.4404310286045074, 'r2': 0.41783398389816284, 'rmse': 0.066377595}"
2672,"{'sdr': -1.0287042707204819, 'r2': 0.4410582184791565, 'rmse': 0.063304596}"
2673,"{'sdr': -1.1768965423107147, 'r2': 0.43266475200653076, 'rmse': 0.064393915}"
2674,"{'sdr': -1.3796846568584442, 'r2': 0.42124152183532715, 'rmse': 0.065914996}"
2675,"{'sdr': -1.5768106281757355, 'r2': 0.41021543741226196, 'rmse': 0.06742804}"
2676,"{'sdr': -1.2441495060920715, 'r2': 0.4288668632507324, 'rmse': 0.06489444}"
2677,"{'sdr': -1.173984482884407, 'r2': 0.432828426361084, 'rmse': 0.06437234}"
2678,"{'sdr': -1.2794561684131622, 'r2': 0.4268765449523926, 'rmse': 0.06515877}"
2679,"{'sdr': -1.54523104429245, 'r2': 0.411975622177124, 'rmse': 0.06718334}"
2680,"{'sdr': -0.2905122749507427, 'r2': 0.4832838177680969, 'rmse': 0.058146767}"
2681,"{'sdr': -0.866878405213356, 'r2': 0.45025956630706787, 'rmse': 0.06213609}"
2682,"{'sdr': -1.0211601108312607, 'r2': 0.4414823055267334, 'rmse': 0.06324964}"
2683,"{'sdr': -1.5269586443901062, 'r2': 0.41299474239349365, 'rmse': 0.06704216}"
2684,"{'sdr': -0.7666631788015366, 'r2': 0.45598000288009644, 'rmse': 0.0614233}"
2685,"{'sdr': -1.1226192861795425, 'r2': 0.435733437538147, 'rmse': 0.06399278}"
2686,"{'sdr': -1.0406170785427094, 'r2': 0.44036900997161865, 'rmse': 0.06339148}"
2687,"{'sdr': -1.1385602504014969, 'r2': 0.43483197689056396, 'rmse': 0.06411034}"
2688,"{'sdr': -1.0408023744821548, 'r2': 0.44034308195114136, 'rmse': 0.06339283}"
2689,"{'sdr': -1.2601299583911896, 'r2': 0.4279654026031494, 'rmse': 0.06501395}"
2690,"{'sdr': -1.2701699137687683, 'r2': 0.4273684620857239, 'rmse': 0.06508913}"
2691,"{'sdr': -1.8750949203968048, 'r2': 0.3937068581581116, 'rmse': 0.06978383}"
2692,"{'sdr': -0.982431098818779, 'r2': 0.4436979293823242, 'rmse': 0.06296824}"
2693,"{'sdr': -0.9752371162176132, 'r2': 0.4440956711769104, 'rmse': 0.06291611}"
2694,"{'sdr': -0.8629428595304489, 'r2': 0.45048612356185913, 'rmse': 0.062107936}"
2695,"{'sdr': -0.7973652333021164, 'r2': 0.4542285203933716, 'rmse': 0.06164079}"
2696,"{'sdr': -0.7332175970077515, 'r2': 0.45789432525634766, 'rmse': 0.06118725}"
2697,"{'sdr': -1.3226072490215302, 'r2': 0.42444658279418945, 'rmse': 0.06548327}"
2698,"{'sdr': -1.2506936490535736, 'r2': 0.42849767208099365, 'rmse': 0.06494335}"
2699,"{'sdr': -1.4124910533428192, 'r2': 0.4193997383117676, 'rmse': 0.06616443}"
2700,"{'sdr': -0.9157535433769226, 'r2': 0.4474794268608093, 'rmse': 0.06248672}"
2701,"{'sdr': -1.3582402467727661, 'r2': 0.42244428396224976, 'rmse': 0.06575246}"
2702,"{'sdr': -1.5148776769638062, 'r2': 0.41367119550704956, 'rmse': 0.066948965}"
2703,"{'sdr': -1.0772912204265594, 'r2': 0.43830186128616333, 'rmse': 0.0636597}"
2704,"{'sdr': -0.6577671319246292, 'r2': 0.46220678091049194, 'rmse': 0.060658038}"
2705,"{'sdr': -1.7417752742767334, 'r2': 0.4010579586029053, 'rmse': 0.06872089}"
2706,"{'sdr': -1.1208370327949524, 'r2': 0.43583548069000244, 'rmse': 0.063979656}"
2707,"{'sdr': -1.0289762169122696, 'r2': 0.4410403370857239, 'rmse': 0.06330658}"
2708,"{'sdr': -1.3900607824325562, 'r2': 0.420657753944397, 'rmse': 0.06599379}"
2709,"{'sdr': -0.641089454293251, 'r2': 0.4631633162498474, 'rmse': 0.06054168}"
2710,"{'sdr': -1.166851446032524, 'r2': 0.4332317113876343, 'rmse': 0.06431949}"
2711,"{'sdr': 0.005679290043190122, 'r2': 0.5003279149532318, 'rmse': 0.056197375}"
2712,"{'sdr': -1.055128201842308, 'r2': 0.43955904245376587, 'rmse': 0.06349747}"
2713,"{'sdr': -1.2245239317417145, 'r2': 0.429973840713501, 'rmse': 0.064747974}"
2714,"{'sdr': -0.8995465189218521, 'r2': 0.4484022259712219, 'rmse': 0.062370226}"
2715,"{'sdr': -1.768445372581482, 'r2': 0.39958375692367554, 'rmse': 0.06893223}"
2716,"{'sdr': -0.9952148795127869, 'r2': 0.44296032190322876, 'rmse': 0.06306098}"
2717,"{'sdr': -1.5518400073051453, 'r2': 0.4116073250770569, 'rmse': 0.06723447}"
2718,"{'sdr': -1.7434591054916382, 'r2': 0.4009649157524109, 'rmse': 0.06873421}"
2719,"{'sdr': -1.580565869808197, 'r2': 0.4100068211555481, 'rmse': 0.06745721}"
2720,"{'sdr': -1.0258586704730988, 'r2': 0.44121575355529785, 'rmse': 0.06328385}"
2721,"{'sdr': 4.8144179582595825, 'r2': 0.7518606632947922, 'rmse': 0.0323057}"
2722,"{'sdr': -1.6653482615947723, 'r2': 0.4052940607070923, 'rmse': 0.06811886}"
2723,"{'sdr': -1.6571764647960663, 'r2': 0.40574610233306885, 'rmse': 0.06805482}"
2724,"{'sdr': -1.9478319585323334, 'r2': 0.3897162675857544, 'rmse': 0.07037066}"
2725,"{'sdr': -0.613803043961525, 'r2': 0.46472519636154175, 'rmse': 0.060351796}"
2726,"{'sdr': -0.6487831473350525, 'r2': 0.4627223014831543, 'rmse': 0.060595334}"
2727,"{'sdr': -2.178572416305542, 'r2': 0.3771616220474243, 'rmse': 0.0722651}"
2728,"{'sdr': -1.474648118019104, 'r2': 0.41591984033584595, 'rmse': 0.06663961}"
2729,"{'sdr': -1.6871555149555206, 'r2': 0.4040827751159668, 'rmse': 0.0682901}"
2730,"{'sdr': -1.451161950826645, 'r2': 0.4172329902648926, 'rmse': 0.06645966}"
2731,"{'sdr': -1.3908584415912628, 'r2': 0.4206131100654602, 'rmse': 0.06599985}"
2732,"{'sdr': 0.5400001257658005, 'r2': 0.5310471653938293, 'rmse': 0.052844524}"
2733,"{'sdr': -1.3198603689670563, 'r2': 0.424602210521698, 'rmse': 0.06546257}"
2734,"{'sdr': -1.3772043585777283, 'r2': 0.4213789105415344, 'rmse': 0.065896176}"
2735,"{'sdr': -1.3094550371170044, 'r2': 0.4251874089241028, 'rmse': 0.065384194}"
2736,"{'sdr': -1.355995386838913, 'r2': 0.4225704073905945, 'rmse': 0.06573547}"
2737,"{'sdr': -1.2601563334465027, 'r2': 0.4279642105102539, 'rmse': 0.06501414}"
2738,"{'sdr': -1.5275178849697113, 'r2': 0.4129592180252075, 'rmse': 0.06704647}"
2739,"{'sdr': -1.117381677031517, 'r2': 0.43603086471557617, 'rmse': 0.0639542}"
2740,"{'sdr': -1.7057310044765472, 'r2': 0.4030531644821167, 'rmse': 0.06843632}"
2741,"{'sdr': 0.543471984565258, 'r2': 0.5312382578849792, 'rmse': 0.05282341}"
2742,"{'sdr': -1.5772807598114014, 'r2': 0.41018933057785034, 'rmse': 0.067431696}"
2743,"{'sdr': -1.3274908065795898, 'r2': 0.42417287826538086, 'rmse': 0.06552009}"
2744,"{'sdr': -1.3786092400550842, 'r2': 0.42130041122436523, 'rmse': 0.06590683}"
2745,"{'sdr': -1.0655847936868668, 'r2': 0.4389658570289612, 'rmse': 0.06357396}"
2746,"{'sdr': -1.772005707025528, 'r2': 0.3993871212005615, 'rmse': 0.06896049}"
2747,"{'sdr': -1.4617106318473816, 'r2': 0.416642427444458, 'rmse': 0.06654041}"
2748,"{'sdr': -0.6857539713382721, 'r2': 0.460605263710022, 'rmse': 0.0608538}"
2749,"{'sdr': -1.4422333240509033, 'r2': 0.4177324175834656, 'rmse': 0.06639138}"
2750,"{'sdr': -1.269821673631668, 'r2': 0.4274194836616516, 'rmse': 0.06508652}"
2751,"{'sdr': -1.6827392578125, 'r2': 0.4043276906013489, 'rmse': 0.06825539}"
2752,"{'sdr': -1.4461517333984375, 'r2': 0.41751158237457275, 'rmse': 0.06642134}"
2753,"{'sdr': -1.2825849652290344, 'r2': 0.42670053243637085, 'rmse': 0.06518223}"
2754,"{'sdr': -1.1354976147413254, 'r2': 0.434952974319458, 'rmse': 0.06408773}"
2755,"{'sdr': -1.501670479774475, 'r2': 0.4144078493118286, 'rmse': 0.06684725}"
2756,"{'sdr': -1.4245697855949402, 'r2': 0.4187227487564087, 'rmse': 0.06625649}"
2757,"{'sdr': -1.4408119022846222, 'r2': 0.41781461238861084, 'rmse': 0.06638051}"
2758,"{'sdr': -1.3604988157749176, 'r2': 0.4223150610923767, 'rmse': 0.06576955}"
2759,"{'sdr': -1.2846387922763824, 'r2': 0.42658406496047974, 'rmse': 0.065197654}"
2760,"{'sdr': -1.3747523725032806, 'r2': 0.42151594161987305, 'rmse': 0.06587758}"
2761,"{'sdr': -1.9232690334320068, 'r2': 0.39106225967407227, 'rmse': 0.07017194}"
2762,"{'sdr': -1.6391734778881073, 'r2': 0.40674638748168945, 'rmse': 0.0679139}"
2763,"{'sdr': -1.485224962234497, 'r2': 0.4153262972831726, 'rmse': 0.066720806}"
2764,"{'sdr': -1.154085248708725, 'r2': 0.4339532256126404, 'rmse': 0.06422503}"
2765,"{'sdr': -0.7487274706363678, 'r2': 0.4570048451423645, 'rmse': 0.0612966}"
2766,"{'sdr': -1.078643947839737, 'r2': 0.4382251501083374, 'rmse': 0.063669614}"
2767,"{'sdr': -0.847274661064148, 'r2': 0.45137906074523926, 'rmse': 0.061996005}"
2768,"{'sdr': -1.872093826532364, 'r2': 0.3938717246055603, 'rmse': 0.06975972}"
2769,"{'sdr': -1.5243718028068542, 'r2': 0.4131401777267456, 'rmse': 0.06702218}"
2770,"{'sdr': -1.4485734701156616, 'r2': 0.4173787832260132, 'rmse': 0.06643985}"
2771,"{'sdr': -1.301777958869934, 'r2': 0.4256199598312378, 'rmse': 0.06532642}"
2772,"{'sdr': -1.3747942447662354, 'r2': 0.42151302099227905, 'rmse': 0.06587789}"
2773,"{'sdr': 0.37509575486183167, 'r2': 0.5215184390544891, 'rmse': 0.05385738}"
2774,"{'sdr': -1.334114819765091, 'r2': 0.42380058765411377, 'rmse': 0.065570086}"
2775,"{'sdr': -1.3856934010982513, 'r2': 0.4209020137786865, 'rmse': 0.065960616}"
2776,"{'sdr': -1.408856362104416, 'r2': 0.41960304975509644, 'rmse': 0.06613675}"
2777,"{'sdr': -1.5699802339076996, 'r2': 0.4105955958366394, 'rmse': 0.06737504}"
2778,"{'sdr': -1.374642252922058, 'r2': 0.4215233325958252, 'rmse': 0.065876745}"
2779,"{'sdr': 4.45977509021759, 'r2': 0.736314445734024, 'rmse': 0.03365203}"
2780,"{'sdr': -1.1305635422468185, 'r2': 0.43528419733047485, 'rmse': 0.06405134}"
2781,"{'sdr': -1.2206707149744034, 'r2': 0.43019163608551025, 'rmse': 0.06471926}"
2782,"{'sdr': -1.396566778421402, 'r2': 0.4202927350997925, 'rmse': 0.06604323}"
2783,"{'sdr': -1.2526154518127441, 'r2': 0.42838943004608154, 'rmse': 0.064957716}"
2784,"{'sdr': -1.1382517218589783, 'r2': 0.43484944105148315, 'rmse': 0.06410805}"
2785,"{'sdr': -0.9313282370567322, 'r2': 0.44659125804901123, 'rmse': 0.06259886}"
2786,"{'sdr': -1.0671237856149673, 'r2': 0.4388805627822876, 'rmse': 0.063585214}"
2787,"{'sdr': -1.4131559431552887, 'r2': 0.41936254501342773, 'rmse': 0.06616949}"
2788,"{'sdr': -1.175701543688774, 'r2': 0.4327314496040344, 'rmse': 0.064385064}"
2789,"{'sdr': -1.1438272893428802, 'r2': 0.4345344305038452, 'rmse': 0.06414922}"
2790,"{'sdr': -1.7827843129634857, 'r2': 0.3987922668457031, 'rmse': 0.06904611}"
2791,"{'sdr': -1.0089382529258728, 'r2': 0.4421805739402771, 'rmse': 0.063160695}"
2792,"{'sdr': -1.5898588299751282, 'r2': 0.40948963165283203, 'rmse': 0.06752941}"
2793,"{'sdr': -1.0974988341331482, 'r2': 0.4371563196182251, 'rmse': 0.06380797}"
2794,"{'sdr': -1.06033556163311, 'r2': 0.4392629861831665, 'rmse': 0.063535556}"
2795,"{'sdr': -1.237536072731018, 'r2': 0.4292394518852234, 'rmse': 0.064845055}"
2796,"{'sdr': -1.2378820031881332, 'r2': 0.4292202591896057, 'rmse': 0.06484763}"
2797,"{'sdr': -1.2305811047554016, 'r2': 0.42962878942489624, 'rmse': 0.06479315}"
2798,"{'sdr': -1.5060295164585114, 'r2': 0.41416335105895996, 'rmse': 0.0668808}"
2799,"{'sdr': -1.2359069287776947, 'r2': 0.42928099632263184, 'rmse': 0.06483289}"
2800,"{'sdr': -1.386289894580841, 'r2': 0.42086923122406006, 'rmse': 0.065965146}"
2801,"{'sdr': -0.5363143235445023, 'r2': 0.4691658020019531, 'rmse': 0.05981578}"
2802,"{'sdr': -1.6260969638824463, 'r2': 0.40747272968292236, 'rmse': 0.06781174}"
2803,"{'sdr': -1.193203330039978, 'r2': 0.4317387342453003, 'rmse': 0.06451492}"
2804,"{'sdr': -1.4471960067749023, 'r2': 0.41745513677597046, 'rmse': 0.066429324}"
2805,"{'sdr': -0.44712159782648087, 'r2': 0.4742840528488159, 'rmse': 0.059204686}"
2806,"{'sdr': -1.126977950334549, 'r2': 0.4354856610298157, 'rmse': 0.064024895}"
2807,"{'sdr': -1.525648832321167, 'r2': 0.41306811571121216, 'rmse': 0.06703204}"
2808,"{'sdr': -1.1248256266117096, 'r2': 0.43560922145843506, 'rmse': 0.06400903}"
2809,"{'sdr': -1.6055069863796234, 'r2': 0.40861809253692627, 'rmse': 0.06765118}"
2810,"{'sdr': -1.8720237910747528, 'r2': 0.39387577772140503, 'rmse': 0.069759145}"
2811,"{'sdr': -1.3527154922485352, 'r2': 0.42275410890579224, 'rmse': 0.06571066}"
2812,"{'sdr': -1.2860903143882751, 'r2': 0.4265023469924927, 'rmse': 0.06520855}"
2813,"{'sdr': -1.4371426403522491, 'r2': 0.41801780462265015, 'rmse': 0.06635247}"
2814,"{'sdr': -0.9958790242671967, 'r2': 0.4429234266281128, 'rmse': 0.063065805}"
2815,"{'sdr': -1.22920460999012, 'r2': 0.42970961332321167, 'rmse': 0.06478288}"
2816,"{'sdr': -1.1850301921367645, 'r2': 0.4322032332420349, 'rmse': 0.06445424}"
2817,"{'sdr': 4.675886631011963, 'r2': 0.7458622455596924, 'rmse': 0.032825068}"
2818,"{'sdr': 0.12434259057044983, 'r2': 0.5071572065353394, 'rmse': 0.055434853}"
2819,"{'sdr': -1.8135499954223633, 'r2': 0.3970945477485657, 'rmse': 0.06929111}"
2820,"{'sdr': -1.4238525927066803, 'r2': 0.4187626242637634, 'rmse': 0.06625104}"
2821,"{'sdr': -1.3707472383975983, 'r2': 0.42174214124679565, 'rmse': 0.0658472}"
2822,"{'sdr': -1.0987498611211777, 'r2': 0.437086284160614, 'rmse': 0.063817166}"
2823,"{'sdr': -0.9581592679023743, 'r2': 0.445065975189209, 'rmse': 0.06279253}"
2824,"{'sdr': -1.709173321723938, 'r2': 0.4028626084327698, 'rmse': 0.06846344}"
2825,"{'sdr': -1.1204499751329422, 'r2': 0.4358556866645813, 'rmse': 0.063976794}"
2826,"{'sdr': -1.4034852385520935, 'r2': 0.41990458965301514, 'rmse': 0.066095866}"
2827,"{'sdr': -1.4708688855171204, 'r2': 0.4161301255226135, 'rmse': 0.06661061}"
2828,"{'sdr': -1.2977895140647888, 'r2': 0.4258441925048828, 'rmse': 0.065296434}"
2829,"{'sdr': -1.1461859196424484, 'r2': 0.4344007968902588, 'rmse': 0.064166635}"
2830,"{'sdr': -0.9538754820823669, 'r2': 0.44530707597732544, 'rmse': 0.06276156}"
2831,"{'sdr': -1.4596277475357056, 'r2': 0.4167580008506775, 'rmse': 0.066524476}"
2832,"{'sdr': -1.94279283285141, 'r2': 0.3899911046028137, 'rmse': 0.07032984}"
2833,"{'sdr': -1.8806882202625275, 'r2': 0.3933994770050049, 'rmse': 0.06982878}"
2834,"{'sdr': -1.1667820066213608, 'r2': 0.4332353472709656, 'rmse': 0.06431897}"
2835,"{'sdr': -0.28327252715826035, 'r2': 0.48370110988616943, 'rmse': 0.05809833}"
2836,"{'sdr': 4.938136637210846, 'r2': 0.7571367621421814, 'rmse': 0.031848807}"
2837,"{'sdr': -0.21723229438066483, 'r2': 0.4874977469444275, 'rmse': 0.05765827}"
2838,"{'sdr': -1.5537554025650024, 'r2': 0.4115012288093567, 'rmse': 0.0672493}"
2839,"{'sdr': -0.8203335106372833, 'r2': 0.45291757583618164, 'rmse': 0.06180401}"
2840,"{'sdr': -1.5082861483097076, 'r2': 0.41403913497924805, 'rmse': 0.066898175}"
2841,"{'sdr': -0.6920838356018066, 'r2': 0.46024465560913086, 'rmse': 0.060898166}"
2842,"{'sdr': -1.3139602541923523, 'r2': 0.4249339699745178, 'rmse': 0.06541812}"
2843,"{'sdr': -0.8920469135046005, 'r2': 0.44882941246032715, 'rmse': 0.062316403}"
2844,"{'sdr': -1.273554414510727, 'r2': 0.42720264196395874, 'rmse': 0.0651145}"
2845,"{'sdr': 4.828504025936127, 'r2': 0.7524649202823639, 'rmse': 0.03225335}"
2846,"{'sdr': -1.0564495623111725, 'r2': 0.43945664167404175, 'rmse': 0.063507125}"
2847,"{'sdr': -1.240123212337494, 'r2': 0.4290928840637207, 'rmse': 0.06486437}"
2848,"{'sdr': -1.5973824262619019, 'r2': 0.40907007455825806, 'rmse': 0.06758793}"
2849,"{'sdr': 4.588716626167297, 'r2': 0.7420360147953033, 'rmse': 0.033156157}"
2850,"{'sdr': -1.3669262826442719, 'r2': 0.42195653915405273, 'rmse': 0.06581826}"
2851,"{'sdr': -1.0900593549013138, 'r2': 0.43757855892181396, 'rmse': 0.06375334}"
2852,"{'sdr': -1.3271026313304901, 'r2': 0.42419254779815674, 'rmse': 0.06551717}"
2853,"{'sdr': -1.2930236756801605, 'r2': 0.4261155128479004, 'rmse': 0.06526062}"
2854,"{'sdr': -1.3590216636657715, 'r2': 0.4224005937576294, 'rmse': 0.065758385}"
2855,"{'sdr': -1.5812838077545166, 'r2': 0.40996915102005005, 'rmse': 0.06746277}"
2856,"{'sdr': -1.4799205958843231, 'r2': 0.41561394929885864, 'rmse': 0.06668007}"
2857,"{'sdr': -1.5520845353603363, 'r2': 0.41159379482269287, 'rmse': 0.067236364}"
2858,"{'sdr': -0.9344447404146194, 'r2': 0.4464157819747925, 'rmse': 0.06262132}"
2859,"{'sdr': -1.3292817771434784, 'r2': 0.4240722060203552, 'rmse': 0.06553361}"
2860,"{'sdr': -1.6580705344676971, 'r2': 0.40569645166397095, 'rmse': 0.06806182}"
